year,title,artist,rank,top_10
2008,Shake It,Metro Station,32,0
2008,Stop And Stare,OneRepublic,33,0
2008,Take You There,Sean Kingston,34,0
2008,Paper Planes,M.I.A.,35,0
2008,Hot N Cold,Katy Perry,36,0
2008,Live Your Life,T.I. FeaturingRihanna,37,0
2008,Bust It Baby Part 2,Plies FeaturingNe-Yo,38,0
2008,American Boy,EstelleFeaturingKanye West,39,0
2008,Got Money,Lil WayneFeaturingT-Pain,40,0
2008,Our Song,Taylor Swift,41,0
2008,Damaged,Danity Kane,42,0
2008,A Milli,Lil Wayne,43,0
2008,Sorry,Buckcherry,44,0
2008,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,45,0
2008,Can't Believe It,T-PainFeaturingLil Wayne,46,0
2008,Like You'll Never See Me Again,Alicia Keys,47,0
2008,Teardrops On My Guitar,Taylor Swift,48,0
2008,When I Grow Up,The Pussycat Dolls,49,0
2008,Sensual Seduction,Snoop Dogg,50,0
2008,What You Got,Colby O'Donis FeaturingAkon,51,0
2008,It's Not My Time,3 Doors Down,52,0
2008,Better In Time,Leona Lewis,53,0
2008,Crank That (Soulja Boy),Soulja BoyTell'em,54,0
2008,Shadow Of The Day,Linkin Park,55,0
2008,Sweetest Girl (Dollar Bill),"Wyclef JeanFeaturingAkon,Lil Wayne& Niia",56,0
2008,Miss Independent,Ne-Yo,57,0
2008,Fall For You,Secondhand Serenade,58,0
2008,In The Ayer,Flo RidaFeaturingwill.i.am,59,0
2008,Say,John Mayer,60,0
2008,One Step At A Time,Jordin Sparks,61,0
2008,Hate That I Love You,RihannaFeaturingNe-Yo,62,0
2008,Superstar,Lupe FiascoFeaturing Matthew Santos,63,0
2008,Suffocate,J. Holiday,64,0
2008,Let It Rock,Kevin Rudolf FeaturingLil Wayne,65,0
2008,Get Like Me,David BannerFeaturingChris Brown,66,0
2008,Realize,Colbie Caillat,67,0
2008,Put On,YoungJeezyFeaturingKanye West,68,0
2008,The Time Of My Life,David Cook,69,0
2008,Lolli Lolli (Pop That Body),"Three 6 MafiaFeaturingProject Pat, Young D & Superpower",70,0
2008,Cyclone,Baby Bash FeaturingT-Pain,71,0
2008,Love Like This,Natasha BedingfieldFeaturingSean Kingston,72,0
2008,Burnin' Up,Jonas Brothers,73,0
2008,Love Lockdown,Kanye West,74,0
2008,I Luv Your Girl,The-Dream,75,0
2008,Crush,David Archuleta,76,0
2008,Hypnotized,Plies FeaturingAkon,77,0
2008,Big Girls Don't Cry,Fergie,78,0
2008,Good Life,Kanye WestFeaturingT-Pain,79,0
2008,Womanizer,Britney Spears,80,0
2008,Love Story,Taylor Swift,81,0
2008,Just Fine,Mary J. Blige,82,0
2008,Piece Of Me,Britney Spears,83,0
2008,The Boss,Rick RossFeaturingT-Pain,84,0
2008,All Summer Long,Kid Rock,85,0
2008,Can't Help But Wait,Trey Songz,86,0
2008,In Love With A Girl,Gavin DeGraw,87,0
2008,My Life,The GameFeaturingLil Wayne,88,0
2008,I Remember,Keyshia Cole,89,0
2008,Flashing Lights,Kanye WestFeaturingDwele,90,0
2008,Mrs. Officer,Lil WayneFeaturing Bobby Valentino & Kidd Kidd,91,0
2008,7 Things,Miley Cyrus,92,0
2008,You're Gonna Miss This,Trace Adkins,93,0
2008,Love Remains The Same,Gavin Rossdale,94,0
2008,Feels Like Tonight,Daughtry,95,0
2008,The Way I Are,TimbalandFeaturing Keri Hilson,96,0
2008,Addicted,Saving Abel,97,0
2008,Into The Night,SantanaFeaturingChad Kroeger,98,0
2008,Heaven Sent,Keyshia Cole,99,0
2008,She Got It,2 Pistols FeaturingT-Pain& Tay Dizm,100,0
2009,Boom Boom Pow,The Black Eyed Peas,1,1
2009,Poker Face,Lady Gaga,2,1
2009,Just Dance,Lady GagaFeaturing Colby O'Donis,3,1
2009,I Gotta Feeling,The Black Eyed Peas,4,1
2009,Love Story,Taylor Swift,5,1
2009,Right Round,Flo Rida,6,1
2009,I'm Yours,Jason Mraz,7,1
2009,Single Ladies (Put A Ring On It),Beyonce,8,1
2009,Heartless,Kanye West,9,1
2009,Gives You Hell,The All-American Rejects,10,1
2009,You Belong With Me,Taylor Swift,11,0
2009,Dead And Gone,T.I. FeaturingJustin Timberlake,12,0
2009,You Found Me,The Fray,13,0
2009,Use Somebody,Kings of Leon,14,0
2009,Knock You Down,Keri Hilson FeaturingKanye West&Ne-Yo,15,0
2009,Blame It,Jamie Foxx FeaturingT-Pain,16,0
2009,I Know You Want Me (Calle Ocho),Pitbull,17,0
2009,Live Your Life,T.I. FeaturingRihanna,18,0
2009,Kiss Me Thru The Phone,Soulja BoyTell 'em Featuring Sammie,19,0
2009,Down,Jay SeanFeaturingLil Wayne,20,0
2009,The Climb,Miley Cyrus,21,0
2009,Best I Ever Had,Drake,22,0
2009,My Life Would Suck Without You,Kelly Clarkson,23,0
2009,Halo,Beyonce,24,0
2009,Hot N Cold,Katy Perry,25,0
2009,Second Chance,Shinedown,26,0
2009,Circus,Britney Spears,27,0
2009,Day 'N' Nite,Kid Cudi,28,0
2009,Party In The U.S.A.,Miley Cyrus,29,0
2009,Don't Trust Me,3OH!3,30,0
2009,Run This Town,"Jay-Z,Rihanna&Kanye West",31,0
2009,Let It Rock,Kevin Rudolf FeaturingLil Wayne,32,0
2009,Fire Burning,Sean Kingston,33,0
2009,Whatcha Say,Jason Derulo,34,0
2009,LoveGame,Lady Gaga,35,0
2009,Waking Up In Vegas,Katy Perry,36,0
2009,Birthday Sex,Jeremih,37,0
2009,Sober,P!nk,38,0
2009,Womanizer,Britney Spears,39,0
2009,Whatever You Like,T.I.,40,0
2009,Obsessed,Mariah Carey,41,0
2009,Mad,Ne-Yo,42,0
2009,Good Girls Go Bad,Cobra StarshipFeaturing Leighton Meester,43,0
2009,Love Lockdown,Kanye West,44,0
2009,So What,P!nk,45,0
2009,Hotel Room Service,Pitbull,46,0
2009,Crack A Bottle,"Eminem,Dr. Dre&50 Cent",47,0
2009,If I Were A Boy,Beyonce,48,0
2009,Turnin Me On,Keri Hilson FeaturingLil Wayne,49,0
2009,I Hate This Part,The Pussycat Dolls,50,0
2009,Gotta Be Somebody,Nickelback,51,0
2009,Please Don't Leave Me,P!nk,52,0
2009,Paparazzi,Lady Gaga,53,0
2009,Beautiful,AkonFeaturing Colby O'Donis &Kardinal Offishall,54,0
2009,Viva La Vida,Coldplay,55,0
2009,Right Now (Na Na Na),Akon,56,0
2009,Battlefield,Jordin Sparks,57,0
2009,Sugar,Flo RidaFeaturing Wynter,58,0
2009,Miss Independent,Ne-Yo,59,0
2009,Fireflies,Owl City,60,0
2009,New Divide,Linkin Park,61,0
2009,Empire State Of Mind,Jay-Z+Alicia Keys,62,0
2009,No Surprise,Daughtry,63,0
2009,She Wolf,Shakira,64,0
2009,Break Up,MarioFeaturingGucci Mane& Sean Garrett,65,0
2009,Sweet Dreams,Beyonce,66,0
2009,Every Girl,Young Money,67,0
2009,Fallin' For You,Colbie Caillat,68,0
2009,Untouched,The Veronicas,69,0
2009,If Today Was Your Last Day,Nickelback,70,0
2009,Throw It In The Bag,FabolousFeaturingThe-Dream,71,0
2009,Love Drunk,Boys Like Girls,72,0
2009,I Love College,Asher Roth,73,0
2009,If U Seek Amy,Britney Spears,74,0
2009,Big Green Tractor,Jason Aldean,75,0
2009,White Horse,Taylor Swift,76,0
2009,Disturbia,Rihanna,77,0
2009,21 Guns,Green Day,78,0
2009,Turn My Swag On,Soulja BoyTell'em,79,0
2009,Rockin' That Thang,The-Dream,80,0
2009,Chicken Fried,Zac Brown Band,81,0
2009,Diva,Beyonce,82,0
2009,Replay,Iyaz,83,0
2009,Then,Brad Paisley,84,0
2009,Her Diamonds,Rob Thomas,85,0
2009,How Do You Sleep?,Jesse McCartneyFeaturingLudacris,86,0
2009,3,Britney Spears,87,0
2009,Forever,"DrakeFeaturingKanye West,Lil Wayne&Eminem",88,0
2009,One Time,Justin Bieber,89,0
2009,I Run To You,Lady Antebellum,90,0
2009,I Do Not Hook Up,Kelly Clarkson,91,0
2009,Green Light,John LegendFeaturing Andre 3000,92,0
2009,People Are Crazy,Billy Currington,93,0
2009,Whatever It Is,Zac Brown Band,94,0
2009,Already Gone,Kelly Clarkson,95,0
2009,Goodbye,Kristinia DeBarge,96,0
2009,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,97,0
2009,Pop Champagne,Jim Jones& Ron Browz Featuring Juelz Santana,98,0
2009,Pretty Wings,Maxwell,99,0
2009,Never Say Never,The Fray,100,0
2010,TiK ToK,Ke$ha,1,1
2010,Need You Now,Lady Antebellum,2,1
2010,"Hey, Soul Sister",Train,3,1
2010,California Gurls,Katy PerryFeaturingSnoop Dogg,4,1
2010,OMG,UsherFeaturingwill.i.am,5,1
2010,Airplanes,B.o.BFeaturingHayley Williams,6,1
2010,Love The Way You Lie,EminemFeaturingRihanna,7,1
2010,Bad Romance,Lady Gaga,8,1
2010,Dynamite,Taio Cruz,9,1
2010,Break Your Heart,Taio CruzFeaturingLudacris,10,1
2010,Nothin' On You,B.o.BFeaturingBruno Mars,11,0
2010,I Like It,Enrique IglesiasFeaturingPitbull,12,0
2010,BedRock,Young MoneyFeaturing Lloyd,13,0
2010,In My Head,Jason Derulo,14,0
2010,Rude Boy,Rihanna,15,0
2010,Telephone,Lady GagaFeaturing Beyonce,16,0
2010,Teenage Dream,Katy Perry,17,0
2010,Just The Way You Are,Bruno Mars,18,0
2010,Cooler Than Me,Mike Posner,19,0
2010,Imma Be,The Black Eyed Peas,20,0
2010,Empire State Of Mind,Jay-Z+Alicia Keys,21,0
2010,DJ Got Us Fallin' In Love,UsherFeaturingPitbull,22,0
2010,Billionaire,Travie McCoyFeaturingBruno Mars,23,0
2010,Not Afraid,Eminem,24,0
2010,Replay,Iyaz,25,0
2010,Sexy Chick,David GuettaFeaturingAkon,26,0
2010,Breakeven,The Script,27,0
2010,Your Love Is My Drug,Ke$ha,28,0
2010,I Gotta Feeling,The Black Eyed Peas,29,0
2010,Fireflies,Owl City,30,0
2010,Say Aah,Trey SongzFeaturingFabolous,31,0
2010,Find Your Love,Drake,32,0
2010,Alejandro,Lady Gaga,33,0
2010,Ridin' Solo,Jason Derulo,34,0
2010,Just A Dream,Nelly,35,0
2010,How Low,Ludacris,36,0
2010,Like A G6,Far*East Movement Featuring Cataracs &Dev,37,0
2010,Carry Out,TimbalandFeaturingJustin Timberlake,38,0
2010,Haven't Met You Yet,Michael Buble,39,0
2010,Club Can't Handle Me,Flo RidaFeaturingDavid Guetta,40,0
2010,Down,Jay SeanFeaturingLil Wayne,41,0
2010,Bulletproof,La Roux,42,0
2010,Whatcha Say,Jason Derulo,43,0
2010,Baby,Justin BieberFeaturingLudacris,44,0
2010,Whataya Want From Me,Adam Lambert,45,0
2010,Mine,Taylor Swift,46,0
2010,Only Girl (In The World),Rihanna,47,0
2010,Live Like We're Dying,Kris Allen,48,0
2010,Hard,RihannaFeaturingJeezy,49,0
2010,Young Forever,Jay-Z+ Mr. Hudson,50,0
2010,Blah Blah Blah,Ke$ha Featuring3OH!3,51,0
2010,Bottoms Up,Trey SongzFeaturingNicki Minaj,52,0
2010,Do You Remember,Jay SeanFeaturingSean Paul&Lil Jon,53,0
2010,All The Right Moves,OneRepublic,54,0
2010,According To You,Orianthi,55,0
2010,My Chick Bad,LudacrisFeaturingNicki Minaj,56,0
2010,You Belong With Me,Taylor Swift,57,0
2010,Meet Me Halfway,The Black Eyed Peas,58,0
2010,Take It Off,Ke$ha,59,0
2010,Over,Drake,60,0
2010,Animal,Neon Trees,61,0
2010,Misery,Maroon 5,62,0
2010,Magic,B.o.BFeaturingRivers Cuomo,63,0
2010,Paparazzi,Lady Gaga,64,0
2010,Tie Me Down,New BoyzFeaturingRay J,65,0
2010,Your Love,Nicki Minaj,66,0
2010,Party In The U.S.A.,Miley Cyrus,67,0
2010,Deuces,Chris BrownFeaturingTyga& Kevin McCall,68,0
2010,3,Britney Spears,69,0
2010,Impossible,Shontelle,70,0
2010,Forever,"DrakeFeaturingKanye West,Lil Wayne&Eminem",71,0
2010,Two Is Better Than One,Boys Like Girls FeaturingTaylor Swift,72,0
2010,My First Kiss,3OH!3Featuring Ke$ha,73,0
2010,Already Gone,Kelly Clarkson,74,0
2010,Rock That Body,The Black Eyed Peas,75,0
2010,Secrets,OneRepublic,76,0
2010,Naturally,Selena Gomez& The Scene,77,0
2010,Un-Thinkable (I'm Ready),Alicia Keys,78,0
2010,All I Do Is Win,"DJ KhaledFeaturingT-Pain,Ludacris,Snoop Dogg&Rick Ross",79,0
2010,I Made It (Cash Money Heroes),"Kevin Rudolf FeaturingBirdman,Jay Sean, &Lil Wayne",80,0
2010,Stuck Like Glue,Sugarland,81,0
2010,Hey Daddy (Daddy's Home),UsherFeaturing Plies,82,0
2010,There Goes My Baby,Usher,83,0
2010,Today Was A Fairytale,Taylor Swift,84,0
2010,Say Something,TimbalandFeaturingDrake,85,0
2010,Sweet Dreams,Beyonce,86,0
2010,Use Somebody,Kings of Leon,87,0
2010,Undo It,Carrie Underwood,88,0
2010,Eenie Meenie,Sean Kingston&Justin Bieber,89,0
2010,Right Above It,Lil WayneFeaturingDrake,90,0
2010,The House That Built Me,Miranda Lambert,91,0
2010,If I Die Young,The Band Perry,92,0
2010,The Only Exception,Paramore,93,0
2010,American Honey,Lady Antebellum,94,0
2010,King Of Anything,Sara Bareilles,95,0
2010,Life After You,Daughtry,96,0
2010,Smile,Uncle Kracker,97,0
2010,Teach Me How To Dougie,Cali Swag District,98,0
2010,Try Sleeping With A Broken Heart,Alicia Keys,99,0
2010,"Lover, Lover",Jerrod Niemann,100,0
2011,Rolling In The Deep,Adele,1,1
2011,Party Rock Anthem,LMFAOFeaturingLauren Bennett& GoonRock,2,1
2011,Firework,Katy Perry,3,1
2011,E.T.,Katy PerryFeaturingKanye West,4,1
2011,Give Me Everything,"PitbullFeaturingNe-Yo,Afrojack& Nayer",5,1
2011,Grenade,Bruno Mars,6,1
2011,Super Bass,Nicki Minaj,7,1
2011,Moves Like Jagger,Maroon 5FeaturingChristina Aguilera,8,1
2011,Just Can't Get Enough,The Black Eyed Peas,9,1
2011,On The Floor,Jennifer LopezFeaturingPitbull,10,1
2011,S&M,Rihanna,11,0
2011,Pumped Up Kicks,Foster the People,12,0
2011,Last Friday Night (T.G.I.F.),Katy Perry,13,0
2011,Just The Way You Are,Bruno Mars,14,0
2011,Tonight (I'm Lovin' You),Enrique IglesiasFeaturingLudacris& DJ Frank E,15,0
2011,Raise Your Glass,P!nk,16,0
2011,Born This Way,Lady Gaga,17,0
2011,F**kin' Perfect,P!nk,18,0
2011,What's My Name?,RihannaFeaturingDrake,19,0
2011,Look At Me Now,Chris BrownFeaturingLil Wayne&Busta Rhymes,20,0
2011,Down On Me,JeremihFeaturing50 Cent,21,0
2011,How To Love,Lil Wayne,22,0
2011,Someone Like You,Adele,23,0
2011,The Good Life,OneRepublic,24,0
2011,The Lazy Song,Bruno Mars,25,0
2011,Till The World Ends,Britney Spears,26,0
2011,The Show Goes On,Lupe Fiasco,27,0
2011,The Edge Of Glory,Lady Gaga,28,0
2011,We R Who We R,Ke$ha,29,0
2011,Black And Yellow,Wiz Khalifa,30,0
2011,Tonight Tonight,Hot Chelle Rae,31,0
2011,Blow,Ke$ha,32,0
2011,Lighters,Bad Meets EvilFeaturingBruno Mars,33,0
2011,If I Die Young,The Band Perry,34,0
2011,Stereo Hearts,Gym Class HeroesFeaturingAdam Levine,35,0
2011,The Time (Dirty Bit),The Black Eyed Peas,36,0
2011,Coming Home,Diddy - Dirty Money FeaturingSkylar Grey,37,0
2011,Hey Baby (Drop It To The Floor),PitbullFeaturingT-Pain,38,0
2011,Only Girl (In The World),Rihanna,39,0
2011,6 Foot 7 Foot,Lil WayneFeaturing Cory Gunz,40,0
2011,Just A Kiss,Lady Antebellum,41,0
2011,Dirt Road Anthem,Jason Aldean,42,0
2011,Dynamite,Taio Cruz,43,0
2011,No Hands,Waka Flocka FlameFeaturingRoscoe Dash&Wale,44,0
2011,I Wanna Go,Britney Spears,45,0
2011,I'm On One,"DJ KhaledFeaturingDrake,Rick Ross&Lil Wayne",46,0
2011,You Make Me Feel...,Cobra StarshipFeaturing Sabi,47,0
2011,Yeah 3X,Chris Brown,48,0
2011,Moment 4 Life,Nicki MinajFeaturingDrake,49,0
2011,I Need A Doctor,Dr. DreFeaturingEminem&Skylar Grey,50,0
2011,Just A Dream,Nelly,51,0
2011,Motivation,Kelly RowlandFeaturingLil Wayne,52,0
2011,Stereo Love,Edward Maya& Vika Jigulina,53,0
2011,Jar Of Hearts,Christina Perri,54,0
2011,Roll Up,Wiz Khalifa,55,0
2011,Sexy And I Know It,LMFAO,56,0
2011,Rocketeer,Far*East Movement FeaturingRyan Tedder,57,0
2011,All Of The Lights,Kanye West,58,0
2011,Hold It Against Me,Britney Spears,59,0
2011,More,Usher,60,0
2011,What The Hell,Avril Lavigne,61,0
2011,Written In The Stars,Tinie TempahFeaturingEric Turner,62,0
2011,Bottoms Up,Trey SongzFeaturingNicki Minaj,63,0
2011,DJ Got Us Fallin' In Love,UsherFeaturingPitbull,64,0
2011,For The First Time,The Script,65,0
2011,Honey Bee,Blake Shelton,66,0
2011,Don't You Wanna Stay,Jason AldeanWithKelly Clarkson,67,0
2011,We Found Love,RihannaFeaturingCalvin Harris,68,0
2011,Pretty Girl Rock,Keri Hilson,69,0
2011,You And I,Lady Gaga,70,0
2011,Like A G6,Far*East Movement Featuring Cataracs &Dev,71,0
2011,Without You,David GuettaFeaturingUsher,72,0
2011,Back To December,Taylor Swift,73,0
2011,Teenage Dream,Katy Perry,74,0
2011,Crazy Girl,Eli Young Band,75,0
2011,Cheers (Drink To That),Rihanna,76,0
2011,Who Says,Selena Gomez& The Scene,77,0
2011,Barefoot Blue Jean Night,Jake Owen,78,0
2011,Knee Deep,Zac Brown BandFeaturingJimmy Buffett,79,0
2011,Country Girl (Shake It For Me),Luke Bryan,80,0
2011,Remind Me,Brad PaisleyDuet WithCarrie Underwood,81,0
2011,In The Dark,Dev,82,0
2011,Backseat,New BoyzFeaturing The Cataracs &Dev,83,0
2011,Headlines,Drake,84,0
2011,Best Thing I Never Had,Beyonce,85,0
2011,Don't Wanna Go Home,Jason Derulo,86,0
2011,Where Them Girls At,David GuettaFeaturingFlo Rida&Nicki Minaj,87,0
2011,She Ain't You,Chris Brown,88,0
2011,Take A Back Road,Rodney Atkins,89,0
2011,Please Don't Go,Mike Posner,90,0
2011,Sure Thing,Miguel,91,0
2011,Price Tag,Jessie JFeaturingB.o.B,92,0
2011,God Gave Me You,Blake Shelton,93,0
2011,She Will,Lil WayneFeaturingDrake,94,0
2011,Are You Gonna Kiss Me Or Not,Thompson Square,95,0
2011,Animal,Neon Trees,96,0
2011,You And Tequila,Kenny ChesneyFeaturingGrace Potter,97,0
2011,Colder Weather,Zac Brown Band,98,0
2011,My Last,Big SeanFeaturingChris Brown,99,0
2012,Somebody That I Used To Know,GotyeFeaturing Kimbra,1,1
2012,Call Me Maybe,Carly Rae Jepsen,2,1
2012,We Are Young,fun. Featuring Janelle Monae,3,1
2012,Payphone,Maroon 5FeaturingWiz Khalifa,4,1
2012,Lights,Ellie Goulding,5,1
2012,Glad You Came,The Wanted,6,1
2012,Stronger (What Doesn't Kill You),Kelly Clarkson,7,1
2012,We Found Love,RihannaFeaturingCalvin Harris,8,1
2012,Starships,Nicki Minaj,9,1
2012,What Makes You Beautiful,One Direction,10,1
2012,Wild Ones,Flo RidaFeaturingSia,11,0
2012,Set Fire To The Rain,Adele,12,0
2012,Sexy And I Know It,LMFAO,13,0
2012,Some Nights,fun.,14,0
2012,Wide Awake,Katy Perry,15,0
2012,Good Feeling,Flo Rida,16,0
2012,Whistle,Flo Rida,17,0
2012,One More Night,Maroon 5,18,0
2012,Drive By,Train,19,0
2012,The Motto,DrakeFeaturingLil Wayne,20,0
2012,Where Have You Been,Rihanna,21,0
2012,Everybody Talks,Neon Trees,22,0
2012,Take Care,DrakeFeaturingRihanna,23,0
2012,Titanium,David GuettaFeaturingSia,24,0
2012,I Won't Give Up,Jason Mraz,25,0
2012,It Will Rain,Bruno Mars,26,0
2012,Mercy,"Kanye West,Big Sean,Pusha T,2 Chainz",27,0
2012,Boyfriend,Justin Bieber,28,0
2012,Party Rock Anthem,LMFAOFeaturingLauren Bennett& GoonRock,29,0
2012,Too Close,Alex Clare,30,0
2012,Part Of Me,Katy Perry,31,0
2012,"Young, Wild & Free",Snoop Dogg&Wiz KhalifaFeaturingBruno Mars,32,0
2012,We Are Never Ever Getting Back Together,Taylor Swift,33,0
2012,As Long As You Love Me,Justin BieberFeaturingBig Sean,34,0
2012,Turn Me On,David GuettaFeaturingNicki Minaj,35,0
2012,Moves Like Jagger,Maroon 5FeaturingChristina Aguilera,36,0
2012,Blow Me (One Last Kiss),P!nk,37,0
2012,Good Time,Owl City &Carly Rae Jepsen,38,0
2012,Give Your Heart A Break,Demi Lovato,39,0
2012,Ni**as in Paris,Jay ZKanye West,40,0
2012,The One That Got Away,Katy Perry,41,0
2012,Feel So Close,Calvin Harris,42,0
2012,Someone Like You,Adele,43,0
2012,Scream,Usher,44,0
2012,Rack City,Tyga,45,0
2012,Domino,Jessie J,46,0
2012,Gangnam Style,PSY,47,0
2012,International Love,PitbullFeaturingChris Brown,48,0
2012,Home,Phillip Phillips,49,0
2012,Without You,David GuettaFeaturingUsher,50,0
2012,Ass Back Home,Gym Class HeroesFeaturing Neon Hitch,51,0
2012,Wanted,Hunter Hayes,52,0
2012,Drunk On You,Luke Bryan,53,0
2012,No Lie,2 ChainzFeaturingDrake,54,0
2012,Want U Back,Cher Lloyd,55,0
2012,Don't Wake Me Up,Chris Brown,56,0
2012,Dance (A$$),Big SeanFeaturingNicki Minaj,57,0
2012,Springsteen,Eric Church,58,0
2012,Brokenhearted,Karmin,59,0
2012,Not Over You,Gavin DeGraw,60,0
2012,Stereo Hearts,Gym Class HeroesFeaturingAdam Levine,61,0
2012,Back In Time,Pitbull,62,0
2012,Work Out,J. Cole,63,0
2012,Rumour Has It,Adele,64,0
2012,Let's Go,Calvin HarrisFeaturingNe-Yo,65,0
2012,Good Girl,Carrie Underwood,66,0
2012,Pontoon,Little Big Town,67,0
2012,Ho Hey,The Lumineers,68,0
2012,Paradise,Coldplay,69,0
2012,Blown Away,Carrie Underwood,70,0
2012,Rolling In The Deep,Adele,71,0
2012,Climax,Usher,72,0
2012,"Work Hard, Play Hard",Wiz Khalifa,73,0
2012,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,74,0
2012,Pound The Alarm,Nicki Minaj,75,0
2012,Come Over,Kenny Chesney,76,0
2012,Heart Attack,Trey Songz,77,0
2012,Drank In My Cup,Kirko Bangz,78,0
2012,Birthday Cake,RihannaFeaturingChris Brown,79,0
2012,So Good,B.o.B,80,0
2012,50 Ways To Say Goodbye,Train,81,0
2012,Red Solo Cup,Toby Keith,82,0
2012,Love You Like A Love Song,Selena Gomez& The Scene,83,0
2012,Turn Up The Music,Chris Brown,84,0
2012,Die Young,Ke$ha,85,0
2012,5 O'Clock,T-PainFeaturingWiz Khalifa&Lily Allen,86,0
2012,A Thousand Years,Christina Perri,87,0
2012,Take A Little Ride,Jason Aldean,88,0
2012,You Da One,Rihanna,89,0
2012,We Run The Night,Havana BrownFeaturingPitbull,90,0
2012,It's Time,Imagine Dragons,91,0
2012,Cashin' Out,Ca$h Out,92,0
2012,I Don't Want This Night To End,Luke Bryan,93,0
2012,Diamonds,Rihanna,94,0
2012,Hard To Love,Lee Brice,95,0
2012,Somethin' 'Bout A Truck,Kip Moore,96,0
2012,Adorn,Miguel,97,0
2012,Fly Over States,Jason Aldean,98,0
2012,Even If It Breaks Your Heart,Eli Young Band,99,0
2012,Burn It Down,Linkin Park,100,0
2013,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1
2013,Blurred Lines,Robin ThickeFeaturing T.I. + Pharrell,2,1
2013,Radioactive,Imagine Dragons,3,1
2013,Harlem Shake,Baauer,4,1
2013,Can't Hold Us,Macklemore & Ryan Lewis FeaturingRay Dalton,5,1
2013,Mirrors,Justin Timberlake,6,1
2013,Just Give Me A Reason,P!nk Featuring Nate Ruess,7,1
2013,When I Was Your Man,Bruno Mars,8,1
2013,Cruise,Florida Georgia LineFeaturingNelly,9,1
2013,Roar,Katy Perry,10,1
2013,Locked Out Of Heaven,Bruno Mars,11,0
2013,Ho Hey,The Lumineers,12,0
2013,Stay,RihannaFeaturing Mikky Ekko,13,0
2013,Get Lucky,Daft PunkFeaturingPharrell Williams,14,0
2013,Royals,Lorde,15,0
2013,I Knew You Were Trouble.,Taylor Swift,16,0
2013,We Can't Stop,Miley Cyrus,17,0
2013,Wrecking Ball,Miley Cyrus,18,0
2013,Wake Me Up!,Avicii,19,0
2013,Suit & Tie,Justin TimberlakeFeaturing JAY Z,20,0
2013,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,21,0
2013,Holy Grail,Jay Z FeaturingJustin Timberlake,22,0
2013,Scream & Shout,will.i.am&Britney Spears,23,0
2013,Clarity,ZeddFeaturingFoxes,24,0
2013,Sail,AWOLNATION,25,0
2013,Don't You Worry Child,Swedish House MafiaFeaturingJohn Martin,26,0
2013,Diamonds,Rihanna,27,0
2013,I Love It,Icona PopFeaturingCharli xcx,28,0
2013,Safe And Sound,Capital Cities,29,0
2013,Treasure,Bruno Mars,30,0
2013,The Way,Ariana GrandeFeaturingMac Miller,31,0
2013,Started From The Bottom,Drake,32,0
2013,Come & Get It,Selena Gomez,33,0
2013,"Hold On, We're Going Home",DrakeFeaturingMajid Jordan,34,0
2013,Daylight,Maroon 5,35,0
2013,Feel This Moment,PitbullFeaturingChristina Aguilera,36,0
2013,Applause,Lady Gaga,37,0
2013,One More Night,Maroon 5,38,0
2013,Love Me,Lil WayneFeaturingDrake&Future,39,0
2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,40,0
2013,F**kin Problems,"A$AP RockyFeaturingDrake,2 Chainz&Kendrick Lamar",41,0
2013,Beauty And A Beat,Justin BieberFeaturingNicki Minaj,42,0
2013,Same Love,Macklemore & Ryan Lewis FeaturingMary Lambert,43,0
2013,Sweet Nothing,Calvin HarrisFeaturing Florence Welch,44,0
2013,Summertime Sadness,Lana Del Reyvs.Cedric Gervais,45,0
2013,Home,Phillip Phillips,46,0
2013,It's Time,Imagine Dragons,47,0
2013,Power Trip,J. ColeFeaturingMiguel,48,0
2013,Girl On Fire,Alicia KeysFeaturingNicki Minaj,49,0
2013,Heart Attack,Demi Lovato,50,0
2013,Love Somebody,Maroon 5,51,0
2013,I Will Wait,Mumford & Sons,52,0
2013,Try,P!nk,53,0
2013,Wagon Wheel,Darius Rucker,54,0
2013,Gangnam Style,PSY,55,0
2013,I Need Your Love,Calvin HarrisFeaturingEllie Goulding,56,0
2013,Die Young,Ke$ha,57,0
2013,Some Nights,fun.,58,0
2013,Bad,WaleFeaturingTiara ThomasOrRihanna,59,0
2013,Boys 'Round Here,Blake SheltonFeaturingPistol Annies&Friends,60,0
2013,"Gone, Gone, Gone",Phillip Phillips,61,0
2013,Demons,Imagine Dragons,62,0
2013,Counting Stars,OneRepublic,63,0
2013,I Cry,Flo Rida,64,0
2013,Little Talks,Of Monsters and Men,65,0
2013,The Other Side,Jason Derulo,66,0
2013,Berzerk,Eminem,67,0
2013,Catch My Breath,Kelly Clarkson,68,0
2013,Crash My Party,Luke Bryan,69,0
2013,Pour It Up,Rihanna,70,0
2013,22,Taylor Swift,71,0
2013,I Want Crazy,Hunter Hayes,72,0
2013,The Fox,Ylvis,73,0
2013,Best Song Ever,One Direction,74,0
2013,The A Team,Ed Sheeran,75,0
2013,Carry On,fun.,76,0
